Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50,#51,#52,#53,#54,#55,#56,#57,#58,#59,#60,#61,#62,#63,#64,#65,#66,#67,#68,#69,#70,#71,#72,#73,#74,#75,#76,#77,#78,#79,#80,#81,#82,#83,#84,#85,#86,#87,#88,#89,#90,#91,#92,#93,#94,#95,#96,#97,#98,#99,#100
727,0,0,998410,998410,998410,998400,998410,998400,998400,998400,998400,998410,998400,998400,998410,998410,998400,998410,998410,998400,998400,998410,998400,998410,998410,998400,998400,998400,998400,998410,998400,998400,998410,998410,998400,998400,998400,998400,998410,998410,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998410,998400,998400,998400,998410,998410,998410,998400,998400,998410,998400,998410,998400,998410,998400,998400,998410,998410,998410,998410,998400,998410,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400
728,0,0,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998569,998569,998560,998560,998569,998569,998569,998569,998569,998560,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998569,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998569,998560,998569,998569,998560,998569,998569,998569,998560,998560,998569,998569,998560,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560
729,0,0,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998560,998569,998569,998569,998560,998569,998569,998560,998569,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998569,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998569,998569,998569,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569
730,0,0,998560,998560,998569,998569,998560,998560,998560,998569,998569,998560,998569,998569,998560,998569,998569,998569,998560,998560,998569,998560,998569,998560,998569,998569,998560,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998569,998569,998560,998560,998569,998560,998569,998569,998569,998560,998560,998569,998569,998569,998560,998569,998560,998569,998569,998569,998569,998560,998569,998569,998569,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560
731,0,0,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998560,998560,998569,998569,998560,998560,998560,998569,998569,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998569,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998569,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998569,998569,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998560,998569,998569,998569,998569
732,0,0,998560,998560,998560,998560,998560,998569,998569,998569,998560,998569,998569,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998560,998569,998569,998560,998560,998560,998569,998569,998569,998560,998560,998560,998569,998569,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998569,998569,998560,998569,998569,998569,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560
733,0,0,998569,998569,998569,998560,998560,998569,998560,998560,998560,998569,998560,998569,998569,998560,998560,998560,998569,998560,998569,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998569,998560,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998569,998569,998560,998560,998569,998569,998560,998560
734,0,0,998569,998569,998569,998560,998560,998560,998560,998569,998569,998560,998569,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998569,998569,998569,998569,998569,998560,998569,998569,998569,998569,998569,998560,998560,998569,998569,998569,998560,998569,998560,998569,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998569,998560,998569,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560
735,0,0,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998410,998400,998400,998400,998400,998400,998410,998410,998410,998410,998400,998400,998410,998400,998400,998410,998400,998410,998400,998400,998400,998410,998410,998400,998400,998400,998410,998400,998410,998410,998400,998410,998400,998410,998410,998410,998400,998400,998410,998400,998410,998410,998410,998410,998410,998400,998400,998410,998410,998400,998400,998410,998400,998410,998400,998400,998410,998400,998400,998410,998400,998410,998400,998410
736,0,0,998569,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998569,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998560,998569,998569,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998569,998560,998560,998569,998560,998560,998569,998569,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998569,998560,998569,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998569,998560,998569
737,0,0,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998560,998569,998560,998560,998560,998569,998569,998569,998560,998560,998569,998569,998569,998569,998560,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998560,998564,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998560,998569,998560
738,0,0,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998410,998400,998410,998400,998410,998410,998410,998400,998400,998410,998400,998400,998400,998400,998410,998410,998400,998400,998400,998410,998400,998400,998410,998400,998400,998400,998410,998410,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998410,998410,998410,998400,998400,998410,998400,998400,998410,998400,998400,998410,998400,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998410,998410,998410,998410,998400,998400,998400,998410
739,0,0,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998569,998569,998560,998560,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998560,998569,998560,998569,998569,998569,998560,998569,998569,998560,998569,998560,998569,998569,998569,998560,998569,998560,998560,998560,998569,998569
740,0,0,998400,998400,998400,998410,998400,998410,998410,998410,998400,998400,998410,998400,998400,998400,998410,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998410,998400,998410,998400,998400,998410,998410,998400,998400,998410,998400,998400,998400,998410,998410,998400,998410,998400,998400,998400,998400,998410,998410,998410,998410,998400,998400,998400,998410,998410,998400,998400,998400,998410,998410,998400,998400,998400,998410,998400,998400,998410,998410,998410,998400,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998410,998400,998400,998410,998410,998400,998400,998410,998400,998410,998400,998400,998400,998400,998410,998410,998410,998400,998410,998400
741,0,0,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998569,998569,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560
742,0,0,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998569,998560,998560,998569,998560,998569,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998569,998569,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998569,998569,998560,998569,998569,998569,998569,998560,998569,998560,998560,998569,998569,998569,998569,998569,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998569,998569
743,0,0,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998569,998569,998569,998569,998569,998569,998560,998569,998560,998569,998560,998569,998569,998560,998569,998560,998569,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998569,998560,998560,998569,998569,998560,998569,998569,998569,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998560
744,0,0,998569,998560,998569,998560,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998569,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998560,998569,998569,998560,998569,998569,998560,998569,998560,998569,998569,998569,998569
745,0,0,998560,998569,998560,998569,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998569,998560,998560,998560,998569,998569,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560
746,0,0,998410,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998410,998410,998400,998400,998410,998410,998400,998410,998400,998410,998410,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998410,998410,998400,998400,998410,998410,998400,998410,998400,998400,998400,998400
747,0,0,998400,998400,998410,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998410,998410,998410,998410,998400,998400,998410,998400,998410,998400,998400,998410,998410,998400,998410,998400,998400,998410,998410,998410,998410,998410,998400,998400,998410,998400,998400,998400,998400,998400,998400,998410,998410,998400,998410,998400,998400,998410,998410,998400,998410,998400,998400,998400,998400,998400,998410,998410,998410,998400,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998410,998410,998410,998400,998400,998410,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998410,998400
748,0,0,998569,998569,998560,998560,998569,998560,998569,998569,998569,998560,998569,998569,998569,998569,998569,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569,998569,998569,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998560,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998569,998560,998569,998569
749,0,0,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998569,998569,998560,998569,998569,998560,998569,998569,998560,998560,998560,998569,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998560,998569,998569,998569,998569
750,0,0,998408,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998410,998400,998410,998410,998400,998400,998410,998400,998410,998410,998400,998410,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998409,998410,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998410,998400,998410,998410,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410
751,0,0,998400,998400,998400,998410,998400,998400,998410,998410,998400,998400,998400,998400,998400,998410,998400,998400,998410,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998410,998400,998400,998400,998410,998410,998400,998410,998410,998400,998400,998410,998410,998400,998400,998410,998400,998410,998410,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998410,998410,998410,998410,998400,998410,998400,998410,998400,998400,998400,998400,998410,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998410,998410,998410,998400,998410,998410,998400,998400,998400,998400,998400,998400,998410,998400,998400
752,0,0,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560
753,0,0,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998569,998569,998560,998569,998560,998569,998569,998560,998560,998560,998569,998560,998560,998569,998569,998569,998569,998560,998569,998569,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998569,998569,998569,998560,998560,998569,998560,998569,998560,998569,998569,998569,998569,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998569,998569,998569,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998560,998569,998569,998560,998560,998560,998560,998569
754,0,0,998410,998400,998400,998400,998400,998400,998410,998400,998400,998410,998400,998400,998400,998410,998410,998410,998410,998410,998410,998410,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998410,998410,998400,998400,998400,998410,998410,998400,998410,998400,998400,998410,998410,998400,998400,998410,998400,998400,998400,998410,998410,998410,998400,998400,998410,998400,998400,998410,998400,998400,998410,998410,998400,998400,998410,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998410,998410,998410,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400
755,0,0,998410,998400,998410,998410,998400,998400,998410,998400,998410,998400,998410,998400,998410,998400,998400,998410,998400,998410,998400,998410,998410,998400,998400,998410,998400,998410,998410,998400,998400,998410,998400,998410,998400,998400,998410,998410,998410,998410,998400,998410,998410,998410,998400,998400,998410,998400,998400,998410,998410,998400,998410,998410,998400,998407,998400,998400,998410,998400,998410,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998410,998410,998410,998400,998400,998400,998410,998410,998410,998400,998400,998410,998410,998410,998400,998410,998400,998400,998400,998400,998410,998410
756,0,0,998400,998410,998400,998410,998400,998400,998410,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998410,998410,998400,998410,998410,998410,998410,998400,998410,998400,998400,998400,998410,998400,998400,998410,998410,998400,998400,998400,998410,998410,998410,998400,998400,998400,998410,998400,998400,998410,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998400,998410,998410,998400,998410,998400,998410,998400,998400,998410,998400,998410,998400,998410,998410,998400,998410,998400,998400,998410,998410,998400,998410,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400
757,0,0,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998569,998569,998569,998560,998560,998569,998569,998560,998569,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998569,998569,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998569,998560,998569,998569,998569,998569,998560,998560,998560,998569,998569,998560,998569
758,0,0,998400,998410,998400,998400,998410,998410,998400,998400,998410,998400,998410,998400,998410,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998410,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998410,998400,998400,998410,998400,998400,998410,998410,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998410,998410,998410,998410,998400,998400,998400,998400,998400,998410,998400,998400,998410,998410,998400,998410,998400,998410,998400,998400,998400,998410,998410
759,0,0,998410,998410,998410,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998410,998410,998400,998410,998400,998400,998410,998410,998400,998400,998410,998400,998400,998400,998410,998410,998400,998400,998400,998400,998410,998410,998400,998400,998400,998410,998400,998400,998410,998400,998410,998410,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400
760,0,0,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998569,998569,998560,998569,998560,998560,998560,998569,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998569,998560,998560,998569,998569,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560
761,0,0,998410,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998410,998400,998400,998410,998410,998410,998400,998410,998400,998410,998410,998410,998410,998410,998400,998400,998400,998400,998400,998410,998400,998400,998410,998400,998410,998410,998400,998410,998400,998410,998410,998400,998400,998400,998410,998410,998400,998400,998400,998400,998410,998400,998400,998410,998400,998400,998410,998400,998410,998400,998410,998400,998400,998410,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998410,998400,998400,998410,998400,998410,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998410,998410
762,0,0,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998569,998560,998569,998560,998560,998569,998569,998569,998569,998569,998560,998560,998569,998560,998569,998569,998569,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998569,998560,998569,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998569,998560
763,0,0,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998569,998569,998569,998569,998560,998569,998569,998560,998560,998569,998569,998569,998560,998560,998569,998569,998569,998569,998560,998569,998569,998560,998560,998569,998560,998569,998569,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998569,998569,998569,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998569,998569,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998569,998569,998560,998560,998569,998560,998569,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998569,998569,998569
764,0,0,998400,998400,998400,998410,998410,998400,998410,998410,998400,998410,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998410,998400,998410,998400,998400,998400,998400,998410,998400,998400,998410,998410,998410,998410,998410,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998410,998400,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998410,998410,998410,998410,998400,998410,998400,998400,998400,998400,998410,998410,998410,998410,998400,998400,998400,998410
765,0,0,998569,998569,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998569,998569,998569,998569,998569,998569,998560,998569,998560,998560,998569,998569,998569,998560,998560,998569,998569,998569,998569,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998569,998560,998569,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998569
766,0,0,998560,998569,998569,998560,998569,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998569,998569,998569,998569,998569,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998569,998569,998569,998560,998569,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998569
767,0,0,998400,998410,998410,998400,998400,998410,998410,998410,998410,998400,998400,998400,998400,998410,998410,998410,998400,998400,998410,998400,998410,998410,998400,998400,998410,998410,998410,998400,998410,998410,998400,998410,998400,998400,998400,998400,998410,998410,998410,998410,998400,998400,998410,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998410,998410,998400,998400,998400,998400,998410,998410,998400,998400,998400,998400,998410,998400,998410,998410,998400,998410,998400,998410,998400,998410,998410,998400,998410,998410,998400,998400,998410,998400,998400,998400,998400,998410,998410,998400,998410,998400,998410,998410
768,0,0,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998410,998400,998410,998410,998400,998400,998410,998410,998410,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998410,998400,998410,998400,998400,998410,998400,998410,998400,998410,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998410,998400,998410,998410,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998410,998410,998400,998410,998400,998400,998410,998410,998410,998400,998410,998400,998410,998400,998400,998410,998410,998400,998410,998400
769,0,0,998560,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998560
770,0,0,998400,998400,998400,998400,998400,998410,998410,998400,998410,998400,998400,998410,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998400,998410,998410,998400,998410,998400,998410,998400,998410,998400,998400,998410,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998410,998400,998400,998410,998410,998410,998400,998410,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998410,998410,998400,998410,998400,998400,998410,998400,998400,998410,998400,998400,998410,998410,998400,998400,998400,998410,998400
