Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50,#51,#52,#53,#54,#55,#56,#57,#58,#59,#60,#61,#62,#63,#64,#65,#66,#67,#68,#69,#70,#71,#72,#73,#74,#75,#76,#77,#78,#79,#80,#81,#82,#83,#84,#85,#86,#87,#88,#89,#90,#91,#92,#93,#94,#95,#96,#97,#98,#99,#100
771,0,0,998569,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998569,998560,998569,998569,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560
772,0,0,998400,998400,998410,998410,998400,998410,998400,998400,998400,998410,998409,998400,998410,998400,998400,998410,998400,998410,998400,998410,998400,998410,998400,998410,998400,998410,998400,998410,998400,998410,998410,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998410,998400,998410,998400,998400,998410,998410,998400,998410,998410,998400,998410,998400,998400,998400,998400,998410,998410,998400,998400,998410,998410,998400,998410,998400,998410,998400,998410,998410,998410,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998400,998410,998410,998410,998410,998410,998400,998400,998410,998400,998410,998410,998400
773,0,0,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998560,998560,998560,998569,998560,998569,998569,998569,998569,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998569,998560,998569,998569,998569,998569,998569,998569,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998569,998560,998569,998560,998569,998569,998569,998569,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560
774,0,0,998560,998569,998560,998569,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998560,998569,998560,998569,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998560,998569,998569,998569,998569,998569,998569,998560,998569,998560,998569,998560,998569,998569,998560,998569,998569,998569,998569,998569,998560,998560,998569,998560
775,0,0,998560,998560,998569,998560,998569,998569,998569,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998569,998569,998569,998569,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998569,998569,998569,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560
776,0,0,998560,998569,998560,998569,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998561,998560,998569,998569,998569,998560,998560,998560,998569,998560,998569,998569,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998569,998569,998569,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998560
777,0,0,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560
778,0,0,998560,998569,998560,998560,998569,998569,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998569,998569,998569,998569,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998569,998569,998569,998560,998560,998569,998560
779,0,0,998569,998560,998569,998569,998569,998560,998569,998560,998560,998560,998569,998569,998569,998560,998560,998569,998560,998560,998564,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560
780,0,0,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998569,998569,998560,998560,998569,998569,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998569,998560,998569,998569,998560,998560,998560,998560,998569,998560,998569,998569,998560,998569,998569,998569,998569,998560,998560,998560,998560,998565,998560,998560,998560,998560,998560,998569,998569,998560,998569,998569,998569,998569,998560
781,0,0,998569,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998569,998560,998569,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998569,998569,998569,998569,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998560,998560,998560,998569,998560,998569,998560,998560,998569,998565,998569,998560,998560,998560
782,0,0,998400,998400,998400,998410,998410,998400,998400,998410,998410,998400,998410,998410,998400,998400,998410,998400,998410,998410,998400,998410,998400,998400,998400,998400,998410,998400,998410,998410,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998410,998400,998400,998410,998410,998410,998400,998400,998400,998400,998410,998400,998410,998410,998400,998410,998400,998400,998410,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998410,998400,998410,998400,998400,998400,998400,998410,998400,998410,998410,998410,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998410,998410,998400,998400,998410
783,0,0,998400,998400,998410,998400,998410,998400,998400,998400,998400,998410,998400,998400,998410,998400,998410,998410,998400,998410,998400,998410,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998410,998400,998410,998400,998410,998410,998410,998400,998400,998410,998410,998410,998400,998400,998410,998400,998410,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998410,998410,998400,998400,998410,998400,998400,998410,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400
784,0,0,998560,998560,998569,998560,998569,998560,998569,998569,998569,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998569,998569,998569,998569,998569,998569,998569,998560,998569,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569
785,0,0,998560,998569,998560,998569,998569,998569,998569,998569,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998560,998569,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998569,998569,998560,998569,998560,998560,998569,998569,998569,998569
786,0,0,998560,998560,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998565,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998560,998569,998569,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998569,998569,998569,998560,998569,998569,998560,998560,998560,998569,998560
787,0,0,998560,998569,998569,998569,998560,998569,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998569,998569,998569,998569,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998569,998569,998569,998569,998569,998569,998569,998569,998560,998569,998560
788,0,0,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998410,998410,998410,998410,998400,998410,998400,998410,998400,998410,998400,998400,998400,998400,998410,998400,998410,998400,998400,998410,998400,998400,998410,998400,998400,998400,998400,998410,998410,998400,998410,998410,998400,998400,998410,998400,998410,998410,998400,998410,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998410,998410,998410,998400,998410,998410,998400,998410,998400,998410,998400,998400,998400,998400,998410,998400,998400,998410,998400,998400
789,0,0,998410,998400,998400,998410,998400,998410,998400,998410,998400,998400,998410,998410,998400,998400,998410,998410,998400,998410,998410,998400,998400,998400,998400,998410,998410,998410,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998410,998400,998410,998410,998400,998400,998410,998400,998410,998410,998400,998400,998400,998400,998400,998410,998410,998410,998400,998400,998410,998400,998400,998410,998410,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400
790,0,0,998400,998400,998400,998400,998400,998410,998410,998410,998400,998410,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998410,998400,998400,998400,998410,998410,998410,998400,998400,998400,998410,998410,998410,998410,998410,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998410,998400,998410,998410,998400,998410,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998400,998400,998410,998410,998400,998410,998400,998410,998400,998410,998410,998400,998400,998400,998400,998400,998400
